,TOKEN,POS
302,段,PROPN
303,欲,AUX
304,立,VERB
305,之,PRON
306,亟,ADV
307,请,VERB
308,于,VERB
309,武,PROPN
310,公,NOUN
311,公,NOUN
312,弗,ADV
313,许,VERB
314,及,VERB
315,庄,PROPN
316,公,NOUN
317,即,VERB
318,位,NOUN
319,为,PRON
320,之,PRON
321,请,VERB
322,制,VERB
323,公,NOUN
324,曰,VERB
325,制,VERB
326,岩,NOUN
327,邑,NOUN
328,也,PART
329,虢叔,PROPN
330,死,VERB
331,焉,PART
332,佗,PRON
333,邑,NOUN
334,唯,ADV
335,命,VERB
336,请,VERB
337,京,NOUN
338,使,VERB
339,居,VERB
340,之,PRON
341,谓,NOUN
342,之,SCONJ
343,京,NOUN
344,城,NOUN
345,大叔,PROPN
346,祭仲,PROPN
347,曰,VERB
348,都,NOUN
349,城,NOUN
350,过,NOUN
351,百,NUM
352,雉,NOUN
353,国,NOUN
354,之,SCONJ
355,害,NOUN
356,也,PART
357,先,NOUN
358,王,NOUN
359,之,SCONJ
360,制,VERB
361,大,VERB
362,都,NOUN
363,不,ADV
364,过,VERB
365,参,NOUN
366,国,NOUN
367,之,SCONJ
368,一,NUM
369,中,NOUN
370,五,NUM
371,之,SCONJ
372,一,NUM
373,小,VERB
374,九,NUM
375,之,SCONJ
376,一,NUM
377,今,NOUN
378,京,NOUN
379,不,ADV
380,度,VERB
381,非,ADV
382,制,NOUN
383,也,PART
384,君,NOUN
385,将,ADV
386,不,ADV
387,堪,VERB
388,公,NOUN
389,曰,VERB
390,姜,PROPN
391,氏,NOUN
392,欲,VERB
393,之,PRON
394,焉,ADV
395,辟,VERB
396,害,VERB
397,对,NOUN
398,曰,VERB
399,姜,PROPN
400,氏,NOUN
401,何,ADV
402,厌,NOUN
403,之,SCONJ
404,有,VERB
405,不,ADV
406,如,VERB
407,早,ADV
408,为,NOUN
409,之,SCONJ
410,所,PART
411,无,VERB
412,使,VERB
413,滋,ADV
414,蔓,VERB
415,蔓,VERB
416,难,VERB
417,图,NOUN
418,也,PART
419,蔓,VERB
420,草,NOUN
421,犹,NOUN
422,不,ADV
423,可,AUX
424,除,VERB
425,况,VERB
426,君,NOUN
427,之,SCONJ
428,宠,NOUN
429,弟,NOUN
430,乎,PART
431,公,NOUN
432,曰,VERB
433,多,ADV
434,行,VERB
435,不,ADV
436,义,VERB
437,必,ADV
438,自,ADP
439,毙,NOUN
440,子,NOUN
441,姑,ADV
442,待,VERB
443,之,PRON
444,既,ADV
445,而,CCONJ
446,大,VERB
447,叔,NOUN
448,命,VERB
449,西,NOUN
450,鄙,NOUN
451,北,NOUN
452,鄙,NOUN
453,贰,VERB
454,于,ADP
455,己,PRON
456,公,NOUN
457,子,NOUN
458,吕,PROPN
459,曰,VERB
460,国,NOUN
461,不,ADV
462,堪,VERB
463,贰,NOUN
464,君,NOUN
465,将,ADV
466,若,VERB
467,之,PRON
468,何,PRON
469,欲,AUX
470,与,VERB
471,大,VERB
472,叔,NOUN
473,臣,NOUN
474,请,ADV
475,事,VERB
476,之,PRON
477,若,ADV
478,弗,ADV
479,与,VERB
480,则,VERB
481,请,VERB
482,除,VERB
483,之,PRON
484,无,ADV
485,生,VERB
486,民,NOUN
487,心,NOUN
488,公,NOUN
489,曰,VERB
490,无庸,PROPN
491,将,ADV
492,自,PRON
493,及,VERB
494,大叔,PROPN
495,又,ADV
496,收,VERB
497,贰,NOUN
498,以,ADV
499,为,VERB
500,己,PRON
501,邑,NOUN
502,至,VERB
503,于,ADP
504,廪,NOUN
505,延,VERB
506,子,NOUN
507,封,PROPN
508,曰,VERB
509,可,VERB
510,矣,PART
511,厚,VERB
512,将,NOUN
513,得,VERB
514,众,NOUN
515,公,NOUN
516,曰,VERB
517,不,ADV
518,义,VERB
519,不,ADV
520,暱,VERB
521,厚,VERB
522,将,NOUN
523,崩,VERB
524,大叔,PROPN
525,完,ADV
526,聚,VERB
527,缮,NOUN
528,甲,NOUN
529,兵,NOUN
530,具,ADV
531,卒,VERB
532,乘,VERB
533,将,NOUN
534,袭,NOUN
535,郑,NOUN
536,夫,NOUN
537,人,NOUN
538,将,ADV
539,启,VERB
540,之,PRON
541,公,NOUN
542,闻,VERB
543,其,PRON
544,期,NOUN
545,曰,VERB
546,可,VERB
547,矣,PART
548,命,VERB
549,子,NOUN
550,封,VERB
551,帅,NOUN
552,车,NOUN
553,二百,NUM
554,乘,NOUN
555,以,ADV
556,伐,VERB
557,京京,PROPN
558,叛,VERB
559,大叔,PROPN
560,段,PROPN
561,段,PROPN
562,入,VERB
563,于,ADP
564,鄢,PROPN
565,公,NOUN
566,伐,VERB
567,诸,PROPN
568,鄢,PROPN
569,五,NUM
570,月,NOUN
571,辛丑,NUM
572,大叔,PROPN
573,出,VERB
574,奔,VERB
575,共,VERB
576,书,NOUN
577,曰,VERB
578,郑,PROPN
579,伯,NOUN
580,克,VERB
581,段,PROPN
582,于,ADP
583,鄢,PROPN
584,段,PROPN
585,不,ADV
586,弟,VERB
587,故,ADV
588,不,ADV
589,言,VERB
590,弟,NOUN
591,如,VERB
592,二,NUM
593,君,NOUN
594,故,ADV
595,曰,VERB
596,克,VERB
597,称,NOUN
598,郑,NOUN
599,伯,NOUN
600,讥,NOUN
601,失,VERB
602,教,NOUN
603,也,PART
604,谓,NOUN
605,之,SCONJ
606,郑,NOUN
607,志,NOUN
608,不,ADV
609,言,VERB
610,出,VERB
611,奔,VERB
612,难,VERB
613,之,PRON
614,也,PART
615,遂,ADV
616,置,VERB
617,姜,PROPN
618,氏,NOUN
619,于,ADP
620,城,NOUN
621,颍,VERB
622,而,CCONJ
623,誓,VERB
624,之,PRON
625,曰,VERB
626,不,ADV
627,及,VERB
628,黄,NOUN
629,泉,NOUN
630,无,NOUN
631,相,ADV
632,见,VERB
633,也,PART
634,既,ADV
635,而,CCONJ
636,悔,VERB
637,之,PRON
638,颍,PROPN
639,考叔,PROPN
640,为,VERB
641,颍谷,PROPN
642,封,VERB
643,人,NOUN
644,闻,VERB
645,之,PRON
646,有,VERB
647,献,NOUN
648,于,ADP
649,公,NOUN
650,公,NOUN
651,赐,NOUN
652,之,SCONJ
653,食,NOUN
654,食,NOUN
655,舍,VERB
656,肉,NOUN
657,公,NOUN
658,问,NOUN
659,之,SCONJ
660,对,NOUN
661,曰,VERB
662,小,VERB
663,人,NOUN
664,有,VERB
665,母,NOUN
666,皆,ADV
667,尝,VERB
668,小,VERB
669,人,NOUN
670,之,SCONJ
671,食,NOUN
672,矣,PART
673,未,ADV
674,尝,VERB
675,君,NOUN
676,之,SCONJ
677,羹,NOUN
678,请,NOUN
679,以,ADV
680,遗,VERB
681,之,PRON
682,公,NOUN
683,曰,VERB
684,尔,ADV
685,有,VERB
686,母,NOUN
687,遗,NOUN
688,繄,VERB
689,我,PRON
690,独,NOUN
691,无,NOUN
692,颍,NOUN
693,考叔,PROPN
694,曰,VERB
695,敢,AUX
696,问,VERB
697,何,ADV
698,谓,VERB
699,也,PART
700,公,NOUN
701,语,VERB
702,之,PRON
703,故,ADV
704,且,ADV
705,告,VERB
706,之,PRON
707,悔,VERB
708,对,NOUN
709,曰,VERB
710,君,NOUN
711,何,ADV
712,患,VERB
713,焉,PART
714,若,ADV
715,阙,NOUN
716,地,NOUN
717,及,VERB
718,泉隧,PROPN
719,而,CCONJ
720,相,ADV
721,见,VERB
722,其,PRON
723,谁,NOUN
724,曰,VERB
725,不,ADV
726,然,VERB
727,公,NOUN
728,従,NOUN
729,之,SCONJ
730,公,NOUN
731,入,VERB
732,而,CCONJ
733,赋,VERB
734,大隧,PROPN
735,之,SCONJ
736,中,NOUN
737,其,PRON
738,乐,NOUN
739,也,PART
740,融融,PROPN
741,姜,PROPN
742,出,VERB
743,而,CCONJ
744,赋,PROPN
745,大隧,PROPN
746,之,SCONJ
747,外,NOUN
748,其,PRON
749,乐,NOUN
750,也,PART
751,泄,VERB
752,泄,VERB
753,遂,ADV
754,为,VERB
755,母,NOUN
756,子,NOUN
757,如,VERB
758,初,NOUN
759,君子,NOUN
760,曰,VERB
761,颍,PROPN
762,考叔,PROPN
763,纯,VERB
764,孝,NOUN
765,也,PART
766,爱,VERB
767,其,PRON
768,母,NOUN
769,施,VERB
770,及,VERB
771,庄,PROPN
772,公,NOUN
773,《,NOUN
774,诗,PROPN
775,》,NOUN
776,曰,VERB
777,‘,NOUN
778,孝,VERB
779,子,NOUN
780,不,ADV
781,匮,VERB
782,永,VERB
783,锡,NOUN
784,尔,VERB
785,类,NOUN
786,’,NOUN
787,其,PRON
788,是,PRON
789,之,SCONJ
790,谓,VERB
791,乎,PART
792,秋,NOUN
793,七,NUM
794,月,NOUN
795,天,NOUN
796,王,NOUN
797,使,VERB
798,宰,PROPN
799,咺,PROPN
800,来,VERB
801,归,PROPN
802,惠,PROPN
803,公仲子,PROPN
804,之,SCONJ
805,赗,NOUN
806,缓,NOUN
807,且,ADV
808,子,NOUN
809,氏,NOUN
810,未,ADV
811,薨,VERB
812,故,ADV
813,名,VERB
814,天,NOUN
815,子,NOUN
816,七,NUM
817,月,NOUN
818,而,CCONJ
819,葬,VERB
820,同,VERB
821,轨,NOUN
822,毕,NOUN
823,至,VERB
824,诸,NOUN
825,侯,NOUN
826,五,NUM
827,月,NOUN
828,同,VERB
829,盟,NOUN
830,至,VERB
831,大,VERB
832,夫,NOUN
833,三,NUM
834,月,NOUN
835,同,VERB
836,位,NOUN
837,至,VERB
838,士,NOUN
839,逾,VERB
840,月,NOUN
841,外,NOUN
842,姻,NOUN
843,至,VERB
844,赠,NOUN
845,死,VERB
846,不,ADV
847,及,VERB
848,尸,NOUN
849,",",PRON
850,吊,VERB
851,生,NOUN
852,不,ADV
853,及,VERB
854,哀,VERB
855,豫,VERB
856,凶,VERB
857,事,NOUN
858,非,ADV
859,礼,NOUN
860,也,PART
861,八,NUM
862,月,NOUN
863,纪,PROPN
864,人,NOUN
865,伐,VERB
866,夷夷,PROPN
867,不,ADV
868,告,VERB
869,故,ADV
870,不,ADV
871,书,VERB
872,有,VERB
873,蜚,NOUN
874,不,ADV
875,为,VERB
876,灾,NOUN
877,亦,ADV
878,不,ADV
879,书,VERB
880,惠,PROPN
881,公,NOUN
882,之,SCONJ
883,季,NOUN
884,年,NOUN
885,败,VERB
886,宋,PROPN
887,师,PROPN
888,于,ADP
889,黄,PROPN
890,公,NOUN
891,立,VERB
892,而,CCONJ
893,求,VERB
894,成,VERB
895,焉,PART
896,九,NUM
897,月,NOUN
898,及,ADP
899,宋,PROPN
900,人,NOUN
901,盟,VERB
902,于,ADP
903,宿,NOUN
904,始,ADV
905,通,VERB
906,也,PART
907,冬,NOUN
908,十,NUM
909,月,NOUN
910,庚申,NUM
911,改,VERB
912,葬,VERB
913,惠,NOUN
914,公,NOUN
915,公,NOUN
916,弗,ADV
917,临,VERB
918,故,ADV
919,不,ADV
920,书,VERB
921,惠,PROPN
922,公,NOUN
923,之,SCONJ
924,薨,NOUN
925,也,PART
926,有,VERB
927,宋,PROPN
928,师,PROPN
929,太,VERB
930,子,NOUN
931,少,ADV
932,葬,VERB
933,故,ADV
934,有,VERB
935,阙,NOUN
936,是,PRON
937,以,VERB
938,改,VERB
939,葬,VERB
940,卫,NOUN
941,侯,NOUN
942,来,NOUN
943,会,NOUN
944,葬,VERB
945,不,ADV
946,见,VERB
947,公,NOUN
948,亦,ADV
949,不,ADV
950,书,VERB
951,郑,PROPN
952,共叔,PROPN
953,之,SCONJ
954,乱,NOUN
955,公,NOUN
956,孙,PROPN
957,滑,PROPN
958,出,VERB
959,奔,VERB
960,卫,PROPN
961,卫,PROPN
962,人,NOUN
963,为,ADV
964,之,SCONJ
965,伐,VERB
966,郑,PROPN
967,取,VERB
968,廪,PROPN
969,延郑,PROPN
970,人,NOUN
971,以,VERB
972,王,PROPN
973,师,PROPN
974,虢,PROPN
975,师,PROPN
976,伐,VERB
977,卫,PROPN
978,南,NOUN
979,鄙,NOUN
980,请,VERB
981,师,VERB
982,于,ADP
983,邾,NOUN
984,邾子,PROPN
985,使,VERB
986,私,VERB
987,于,ADP
988,公,NOUN
989,子,NOUN
990,豫,PROPN
991,豫,PROPN
992,请,ADV
993,往,VERB
994,公,NOUN
995,弗,ADV
996,许,VERB
997,遂,ADV
998,行,VERB
999,及,VERB
1000,邾,VERB
1001,人,NOUN
1002,郑,NOUN
1003,人,NOUN
1004,盟,VERB
1005,于,ADP
1006,翼,NOUN
1007,不,ADV
1008,书,VERB
1009,非,ADV
1010,公,NOUN
1011,命,NOUN
1012,也,PART
1013,新,ADV
1014,作,VERB
1015,南,NOUN
1016,门,NOUN
1017,不,ADV
1018,书,VERB
1019,亦,ADV
1020,非,ADV
1021,公,NOUN
1022,命,NOUN
1023,也,PART
1024,十二,NUM
1025,月,NOUN
1026,祭,VERB
1027,伯来,PROPN
1028,非,ADV
1029,王,NOUN
1030,命,NOUN
1031,也,PART
1032,众,NOUN
1033,父,NOUN
1034,卒,VERB
1035,公,NOUN
1036,不,ADV
1037,与,VERB
1038,小,VERB
1039,敛,NOUN
1040,故,ADV
1041,不,ADV
1042,书,VERB
1043,日,NOUN
1044,隐,PROPN
1045,公,NOUN
1046,二,NUM
1047,年,NOUN
1048,【,NUM
1049,经】,NOUN
1050,二,NUM
1051,年,NOUN
1052,春,NOUN
1053,公,NOUN
1054,会,NOUN
1055,戎,NOUN
1056,于,ADP
1057,潜,PROPN
1058,夏,PROPN
1059,五,NUM
1060,月,NOUN
1061,莒,PROPN
1062,人,NOUN
1063,入,VERB
1064,向,VERB
1065,无,NOUN
1066,骇,NOUN
1067,帅,NOUN
1068,师,NOUN
1069,入,VERB
1070,极,NOUN
1071,秋,NOUN
1072,八,NUM
1073,月,NOUN
1074,庚辰,NUM
1075,公,NOUN
1076,及,ADP
1077,戎,NOUN
1078,盟,VERB
1079,于,ADP
1080,唐,PROPN
1081,九,NUM
1082,月,NOUN
1083,纪,PROPN
1084,裂,VERB
1085,繻,PROPN
1086,来,NOUN
1087,逆,VERB
1088,女,NOUN
1089,冬,NOUN
1090,十,NUM
1091,月,NOUN
1092,伯,PROPN
1093,姬,NOUN
1094,归,VERB
1095,于,ADP
1096,纪,PROPN
1097,纪,NOUN
1098,子,NOUN
1099,帛,NOUN
1100,莒,PROPN
1101,子,NOUN
1102,盟,NOUN
1103,于,ADP
1104,密,VERB
1105,十,NUM
1106,有,ADP
1107,二,NUM
1108,月,NOUN
1109,乙卯,NUM
1110,夫,NOUN
1111,人,NOUN
1112,子,NOUN
1113,氏,NOUN
1114,薨,VERB
1115,郑,PROPN
1116,人,NOUN
1117,伐,VERB
1118,卫,PROPN
1119,辞,NOUN
1120,【,NOUN
1121,传,NOUN
1122,】,NOUN
1123,二,NUM
1124,年,NOUN
1125,春,NOUN
1126,公,NOUN
1127,会,NOUN
1128,戎,NOUN
1129,于,ADP
1130,潜,NOUN
1131,修,VERB
1132,惠,PROPN
1133,公,NOUN
1134,之,SCONJ
1135,好,VERB
1136,也,PART
1137,戎,NOUN
1138,请,VERB
1139,盟,NOUN
1140,公莒,PROPN
1141,子,NOUN
1142,娶,VERB
1143,于,ADP
1144,向,PROPN
1145,向,PROPN
1146,姜,PROPN
1147,不,ADV
1148,安,VERB
1149,莒,PROPN
1150,而,CCONJ
1151,归,VERB
1152,夏,PROPN
1153,莒,PROPN
1154,人,NOUN
1155,入,VERB
1156,向,VERB
1157,以,VERB
1158,姜,PROPN
1159,氏,NOUN
1160,还,NOUN
1161,司空,PROPN
1162,无,PROPN
1163,骇,NOUN
1164,入,VERB
1165,极,NOUN
1166,费,NOUN
1167,庈,NOUN
1168,父,NOUN
1169,胜,VERB
1170,之,PRON
1171,戎,NOUN
1172,请,NOUN
1173,盟,VERB
1174,秋,NOUN
1175,盟,VERB
1176,于,ADP
1177,唐,PROPN
1178,复,ADV
1179,修,VERB
1180,戎,NOUN
1181,好,VERB
1182,也,PART
1183,九,NUM
1184,月,NOUN
1185,纪,NOUN
1186,裂,VERB
1187,繻,NOUN
1188,来,NOUN
1189,逆,VERB
1190,女,NOUN
1191,卿,NOUN
1192,为,ADV
1193,君,NOUN
1194,逆,VERB
1195,也,PART
1196,冬,NOUN
1197,纪,NOUN
1198,子,NOUN
1199,帛,NOUN
1200,莒,PROPN
1201,子,NOUN
1202,盟,VERB
1203,于,ADP
1204,密,VERB
1205,鲁,NOUN
1206,故,NOUN
1207,也,PART
1208,郑,PROPN
1209,人,NOUN
1210,伐,VERB
1211,卫,PROPN
1212,讨,PROPN
1213,公,NOUN
1214,孙,PROPN
1215,滑,PROPN
1216,之,SCONJ
1217,乱,NOUN
1218,也,PART
1219,隐,PROPN
1220,公,NOUN
1221,三,NUM
1222,年,NOUN
1223,【,NUM
1224,经】,NOUN
1225,三,NUM
1226,年,NOUN
1227,春,NOUN
1228,王,NOUN
1229,二,NUM
1230,月,NOUN
1231,己巳,NUM
1232,日,NOUN
1233,有,VERB
1234,食,VERB
1235,之,PRON
1236,三,NUM
1237,月,NOUN
1238,庚戌,NUM
1239,天,NOUN
1240,王,NOUN
1241,崩,VERB
1242,夏,NOUN
1243,四,NUM
1244,月,NOUN
1245,辛卯,PROPN
1246,君,PROPN
1247,氏,NOUN
1248,卒,VERB
1249,秋,NOUN
1250,武,PROPN
1251,氏,NOUN
1252,子,NOUN
1253,来,NOUN
1254,求,VERB
1255,赙,NOUN
1256,八,NUM
1257,月,NOUN
1258,庚辰,NUM
1259,宋,PROPN
1260,公和,PROPN
1261,卒,VERB
1262,冬,NOUN
1263,十,NUM
1264,有,ADP
1265,二,NUM
1266,月,NOUN
1267,齐,PROPN
1268,侯,NOUN
1269,郑,PROPN
1270,伯,NOUN
1271,盟,VERB
1272,于,ADP
1273,石门癸未,PROPN
1274,葬,VERB
1275,宋,PROPN
1276,穆,PROPN
1277,公,NOUN
1278,【,NOUN
1279,传】,NOUN
1280,三,NUM
1281,年,NOUN
1282,春,NOUN
1283,王,NOUN
1284,三,NUM
1285,月,NOUN
1286,壬戌,NOUN
1287,平,PROPN
1288,王,NOUN
1289,崩,VERB
1290,赴,VERB
1291,以,VERB
1292,庚戌,NOUN
1293,故,ADV
1294,书,VERB
1295,之,PRON
1296,夏,PROPN
1297,君,NOUN
1298,氏,NOUN
1299,卒,VERB
1300,声,NOUN
1301,子,NOUN
1302,也,PART
1303,不,ADV
1304,赴,VERB
1305,于,ADP
1306,诸,NOUN
1307,侯,NOUN
1308,不,ADV
1309,反,VERB
1310,哭,VERB
1311,于,ADP
1312,寝,NOUN
1313,不,ADV
1314,祔,VERB
1315,于,PART
1316,姑,ADV
1317,故,ADV
1318,不,ADV
1319,曰,VERB
1320,薨,VERB
1321,不,ADV
1322,称,VERB
1323,夫,NOUN
1324,人,NOUN
1325,故,ADV
1326,不,ADV
1327,言,VERB
1328,葬,VERB
1329,不,ADV
1330,书,VERB
1331,姓,NOUN
1332,为,SCONJ
1333,公,NOUN
1334,故,ADV
1335,曰,VERB
1336,君,PROPN
1337,氏,NOUN
1338,郑,PROPN
1339,武,PROPN
1340,公,NOUN
1341,庄,PROPN
1342,公,NOUN
1343,为,PROPN
1344,平,PROPN
1345,王,NOUN
1346,卿,NOUN
1347,士,NOUN
1348,王,PROPN
1349,贰,PROPN
1350,于,ADP
1351,虢,PROPN
1352,郑,PROPN
1353,伯,NOUN
1354,怨,VERB
1355,王,NOUN
1356,王,NOUN
1357,曰,VERB
1358,无,VERB
1359,之,PRON
1360,故,ADV
1361,周,PROPN
1362,郑,PROPN
1363,交,VERB
1364,质,PROPN
1365,王,NOUN
1366,子狐,PROPN
1367,为,ADV
1368,质,VERB
1369,于,ADP
1370,郑,NOUN
1371,郑,NOUN
1372,公,NOUN
1373,子,NOUN
1374,忽,ADV
1375,为,VERB
1376,质,VERB
1377,于,ADP
1378,周,PROPN
1379,王,NOUN
1380,崩,VERB
1381,周,PROPN
1382,人,NOUN
1383,将,ADV
1384,畀,VERB
1385,虢,PROPN
1386,公,NOUN
1387,政,NOUN
1388,四,NUM
1389,月,NOUN
1390,郑,NOUN
1391,祭,NOUN
1392,足,NOUN
1393,帅,NOUN
1394,师,NOUN
1395,取,VERB
1396,温之,PROPN
1397,麦,NOUN
1398,秋,NOUN
1399,又,ADV
1400,取,VERB
1401,成,PROPN
1402,周,PROPN
1403,之,SCONJ
1404,禾,NOUN
1405,周,PROPN
1406,郑,NOUN
1407,交,VERB
1408,恶,NOUN
1409,君子,NOUN
1410,曰,VERB
1411,信,VERB
1412,不,ADV
1413,由,ADP
1414,中,NOUN
1415,质,NOUN
1416,无,VERB
1417,益,VERB
1418,也,PART
1419,明,VERB
1420,恕,VERB
1421,而,CCONJ
1422,行,VERB
1423,要,VERB
1424,之,PRON
1425,以,VERB
1426,礼,NOUN
1427,虽,NOUN
1428,无,NOUN
1429,有,VERB
1430,质,NOUN
1431,谁,NOUN
1432,能,AUX
1433,间,VERB
1434,之,PRON
1435,苟,ADV
1436,有,VERB
1437,明,VERB
1438,信,NOUN
1439,涧,VERB
1440,溪,NOUN
1441,沼,NOUN
1442,沚,NOUN
1443,之,SCONJ
1444,毛,NOUN
1445,蘋,NOUN
1446,蘩,NOUN
1447,蕰,NOUN
1448,藻,VERB
1449,之,PRON
1450,菜,NOUN
1451,筐,NOUN
1452,筥,NOUN
1453,锜,NOUN
1454,釜,NOUN
1455,之,SCONJ
1456,器,NOUN
1457,潢,VERB
1458,污,VERB
1459,行,VERB
1460,潦,NOUN
1461,之,SCONJ
1462,水,NOUN
1463,可,AUX
1464,荐,VERB
1465,于,ADP
1466,鬼,NOUN
1467,神,NOUN
1468,可,AUX
1469,羞,VERB
1470,于,ADP
1471,王,NOUN
1472,公,NOUN
1473,而,CCONJ
1474,况,NOUN
1475,君子,NOUN
1476,结,VERB
1477,二,NUM
1478,国,NOUN
1479,之,SCONJ
1480,信,NOUN
1481,行,VERB
1482,之,PRON
1483,以,VERB
1484,礼,NOUN
1485,又,ADV
1486,焉,PART
1487,用,VERB
1488,质,NOUN
1489,《,NOUN
1490,风,NOUN
1491,》,NOUN
1492,有,VERB
1493,《,NOUN
1494,采,NOUN
1495,繁,VERB
1496,》,NOUN
1497,《,NOUN
1498,采蘋,NOUN
1499,》,NOUN
1500,《雅,NOUN
1501,》,NOUN
1502,有,VERB
